10000;0,190000;0,120000
11000;0,220000;0,150000
12000;0,270000;0,190000
13000;0,320000;0,220000
14000;0,370000;0,250000
15000;0,430000;0,290000
16000;0,480000;0,340000
17000;0,550000;0,370000
18000;0,610000;0,410000
19000;0,680000;0,460000
20000;0,740000;0,520000
21000;0,830000;0,560000
22000;0,910000;0,620000
23000;0,990000;0,680000
24000;1,130000;0,780000

